,General,,,Basic character formats,,,,,,,,,,,,Advanced character formats,,,,,Indents and spacing,,,,,,,,,,Tabs,Paragraph rules,,,,,,,,,,,,,,,,,,,,,,,,,,,Keep options,,,,,,,Hyphenation,,,,,,,,,Justification,,,,,,Span columns,,,,,,Drop caps and nested styles,,,,,,,GREP style,Bullets and numbering,,,,,,Character color,,,OpenType features,,,,,,,,,,Underline features,,,,,,,,,Strikethrough features,,,,,,,,,Export tagging - EPUB and HTML,,,,
Group,Style name,Based on,Next style,Font family,Font style,Font size,Leading,Kerning,Tracking,Case,Position,Underline,Ligatures,No break,Strikethrough,Horizontal scale,Vertical scale,Baseline shift,Skew,Language,Alignment,Balance ragged lines,Ignore optical margin,Left indent,Right indent,First line indent,Last line indent,Space before,Space after,Align to grid,Alignment\Position\Leader\Align on,Rule above On/Off,Weight,Type,Color,Tint,Overprint stroke,Gap color,Gap tint,Overprint gap,Width,Offset,Left indent,Right indent,Keep in frame,Rule below On/Off,Weight,Type,Color,Tint,Overprint stroke,Gap color,Gap tint,Overprint gap,Width,Offset,Left indent,Right indent,Keep with previous,Keep with next lines,Keep lines together,All lines in paragraph,Start ... lines,End ... lines,Start paragraph,Hyphenate,Words with at least,After first,Before last,Hyphen limit,Hyphenation zone,Hyphenate capitalized words,Hyphenate last word,Hyphenate across columns,Word spacing Min/Desired/Max,LetterSpacing Min/Desired/Max,Glyph scaling Min/Desired/Max,Auto Leading,Single word justification,Composer,Paragraph layout,Span ... columns/Sub-columns,Space before span/split,Space after span/split,Inside gutter,Outside gutter,Lines,Characters,Character style,Align left edge,Scale for descenders,Nested styles,Nested line styles,GREP style,List type,Bullet character,Bullets font,Text after,Character style,Alignment,Character color,Tint,Overprint fill,Titling alternates,Contextual alternates,Swash alternates,Ordinals,Descretionary ligatures,Fractions,Slashed zero,Figure style,Positional form,Stylistic sets,Weight,Type,Offset,Color,Tint,Overprint stroke,Gap color,Gap tint,Overprint gap,Weight,Type,Offset,Color,Tint,Overprint stroke,Gap color,Gap tint,Overprint gap,Epub tag,Class,Split document,Emit CSS,Pdf tag
N/A,H4 - Subsection,H3 - Subsection,Body Text,Garamond Premier Pro,Medium,16,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,17.64,0,-17.29,0,32,12,On,Left\17.64\N/A\.,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,3,On,On,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,H5 - Subsection,H4 - Subsection,Body Text,Garamond Premier Pro,Regular,16,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,17.64,0,0,0,32,12,On,Left\17.64\N/A\.,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,3,On,On,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,List Bullet,Body Text,List Bullet,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,0,0,17.29,0,0,0,On,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Bullets,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,List Numbered,List Bullet,List Numbered,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,25.75,0,-8.11,0,5,5,On,Left\26.46\N/A\.,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,Blockquote,Body Text,Blockquote,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,17.64,17.38,0,0,5,5,On,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,Image Caption,Body Text,Image Caption,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,0,0,17.29,0,0,0,On,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,Table Caption,Image Caption,Table Caption,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,0,0,17.29,0,0,0,On,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,Footnote Text,Body Text,Footnote Text,Garamond Premier Pro,Regular,10,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,17.99,0,-17.99,0,0,0,Off,Left\17.99\N/A\.,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
N/A,Bibliography,Body Text,Bibliography,Garamond Premier Pro,Regular,13,18,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left justify,Does not balance lines,Off,0,0,17.29,0,0,0,On,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,On,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,Numbers,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
TOC Styles,TOC Level 1,[No Paragraph Style],TOC Level 1,Minion Pro,Regular,12,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
TOC Styles,TOC Level 2,TOC Level 1,TOC Level 2,Minion Pro,Regular,12,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
TOC Styles,TOC Level 3,TOC Level 2,TOC Level 3,Minion Pro,Regular,12,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
Misc,Plugin Warning,[No Paragraph Style],Plugin Warning,Minion Pro,Regular,12,Auto,Metrics,0,Normal,Normal,Off,On,Off,Off,100,100,0,0,English: USA,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
Layout,Running Header - Left,[No Paragraph Style],Running Header - Left,Garamond Premier Pro,Regular,9,Auto,Metrics,50,Small caps,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
Layout,Running Header - Right,Running Header - Left,Running Header - Right,Garamond Premier Pro,Regular,9,Auto,Metrics,50,Small caps,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Right,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
Layout,Page Number - Left,Running Header - Left,Page Number - Left,Garamond Premier Pro,Regular,13,Auto,Metrics,50,Small caps,Normal,Off,On,Off,Off,100,100,0,0,Spanish,Left,Does not balance lines,Off,0,0,0,0,0,0,Off,N/A,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,Off,1,Solid,Text Color,N/A,Off,None,N/A,Off,Column,0,0,0,Off,0,Off,Off,2,2,Anyware,On,5,2,2,3,12.7,On,On,On,80/100/133,0/0/0,100/100/100,120,Full justify,Adobe Paragraph Composer,Single column,ALL,0,0,2.12,0,0,0,[None],On,Off,N/A,N/A,N/A,None,Unicode: 2022,text font family,^t,[None],Left,Black,N/A,Off,Off,On,Off,Off,Off,Off,Off,Default figure style,General form,0,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,N/A,Solid,N/A,Text Color,N/A,Off,Off,N/A,Off,[Automatic],N/A,[Automatic],,
